feature,mean_abs_shap,ridge_coefficient,ridge_abs_coefficient,rf_impurity_importance,rf_permutation_importance_mean,rf_permutation_importance_std,feature_mean,feature_std,scaler_mean,scaler_scale
quality_pct,0.06661590276466,0.03749746682929806,0.03749746682929806,0.598041367006382,0.8350173865685756,0.006076799222410752,0.50125,0.28867532133334756,0.5007309166666667,0.288715312184846
price_pct,0.04511502058003655,0.04604665908001494,0.04604665908001494,0.2505061041690861,0.321014282255988,0.0035071998122128112,0.49875,0.2886516576217682,0.49817686666666666,0.28846375873151825
review_text_richness,0.012078346110226689,-0.0008762769320005862,0.0008762769320005862,0.04189802498370037,0.0381980922607437,0.0007760966153305034,1589.7341,453.7916016910931,1589.8074533333333,453.68979367601065
rating_pct,0.006627721322272676,0.04040590974638147,0.04040590974638147,0.027998566572161553,0.002149990224573095,0.0011330152539457134,0.50125,0.28668145729420585,0.5009849166666667,0.2869790135358212
rating_count,0.005071306336366573,0.00446224220845197,0.00446224220845197,0.01798834015888356,0.010092173019334016,0.0004462376997498757,13852.62365,36320.34073833317,13869.93804,36379.64037608712
discount_pct,0.0046315398632100265,-0.005998329306801552,0.005998329306801552,0.014444771410872824,0.01398171538675751,0.0006171693578957717,46.03355,21.647727609118846,46.02113333333333,21.60789038095935
popularity_pct,0.0041263861564061624,0.03969307631583995,0.03969307631583995,0.021522292848752178,-0.0053084318888755085,0.00031955786873298105,0.50125,0.2886744409548213,0.5009489833333334,0.2890307293953356
recency_pct,0.00387729450081274,0.019083260155906567,0.019083260155906567,0.027148395211351366,-0.010094577275374361,0.0006590460623137146,0.50125,0.2886216425630198,0.5011008666666666,0.2881465537290279
inferred_reviewer_count,0.00013374776672659148,-0.0026749815557106263,0.0026749815557106263,0.0004521376388101891,0.0001470398645629034,0.00010546298096687557,7.8702,0.7391599445142003,7.871853333333333,0.7337154978751791
