run_index,profile_name,item_index,product_id,hybrid_score,hybrid_rank,in_hybrid_top7,value_price_pct,shap_price_pct,value_quality_pct,shap_quality_pct,value_popularity_pct,shap_popularity_pct,value_rating_pct,shap_rating_pct,value_recency_pct,shap_recency_pct,value_discount_pct,shap_discount_pct,value_rating_count,shap_rating_count,value_inferred_reviewer_count,shap_inferred_reviewer_count,value_review_text_richness,shap_review_text_richness,shap_base_value,shap_sum_plus_base
45,budget,335,B09ZHCJDP1,0.2997058039696439,134,False,0.64625,0.04249041910382726,0.885,0.09529374825471709,0.0125,-0.017615316948082597,0.99875,0.010071376435912568,0.56625,0.0053064738226667515,50.0,-0.001456138205835738,23.0,-0.009480490261271197,8.0,4.7108610957508994e-05,2000.0,-0.032625222752623154,0.26994218349583693,0.3619741415561054
16,balanced,98,B08MXJYB2V,0.15486941854915587,350,False,0.235,-0.047017722148594586,0.225,-0.07597469168200903,0.5375,0.0005867476532113062,0.31,-0.006440617032172986,0.235,-0.004007163772510573,28.0,-0.004243492862235754,5206.0,0.0010105992323633,8.0,5.589799583725974e-05,685.0,0.0226519276563288,0.26994218349583693,0.1565636685360547
5,explorer,236,B08CKW1KH9,0.13495343769964657,342,False,0.8775,0.0467198628425906,0.0175,-0.15221622898456136,0.09,-0.00568962405364999,0.0575,-0.007997346018504697,0.82625,-0.0016361336328384192,66.0,0.0007400935823002578,339.0,-0.004503711232889229,8.0,0.00018716840831559402,1388.0,0.004048746719772196,0.26994218349583693,0.14959501112637189
2,explorer,226,B0BHNHMR3H,0.5676938395091076,24,False,0.6625,0.03925272131147115,0.02,-0.15432772322226293,0.0325,-0.007246909698713639,0.19875,-0.004663900065653355,0.77125,0.0010634855028862956,62.0,0.0022065055722687446,65.0,-0.0042273237260247315,8.0,0.00025412332268154515,853.0,0.007490930834207486,0.26994218349583693,0.1497440933266975
10,loyal,292,B01LYLJ99X,0.269377240371786,183,False,0.675,0.03294593332140488,0.355,-0.04616935890794293,0.5175,-0.0013350050631431728,0.5975,0.0035958299241625885,0.79,0.002997884229326486,65.0,0.005160491535580441,4959.0,0.0003508629389119546,8.0,4.1847914969127605e-05,949.0,0.004236092627494716,0.26994218349583693,0.271766762016601
34,explorer,28,B09H7JDJCW,0.05602247251174776,393,False,0.2249999999999999,-0.05465159411179654,0.0675,-0.15078976019781984,0.0725,-0.003363737271724988,0.29375,0.0022055494521874847,0.15375,-0.003928910866623999,17.0,-0.004422084167500518,178.0,-0.0021428777502689395,8.0,4.953205779220428e-05,1334.0,0.004932725302175558,0.26994218349583693,0.057831025942257364
2,loyal,141,B09YL9SN9B,0.1962924606918346,314,False,0.045,-0.058475961432379486,0.5475,0.007044608419182229,0.195,-0.0019602816347337147,0.73125,0.0062047137177178155,0.3275,-0.004553331882397537,33.0,-0.005286812678404656,1035.0,-0.005050894146812608,8.0,4.464387456397963e-05,2000.0,-0.012006990444304148,0.26994218349583693,0.1959018772882688
37,quality_seeker,347,B0BM4KTNL1,0.3170478412509252,108,False,0.5700000000000001,0.013274023254806536,0.7975,0.049755421396736325,0.245,-0.0058100091628804544,0.985,0.008024520144963184,0.03,-0.00516753758803047,56.0,8.537721474810373e-05,1729.0,-0.013833611970156269,6.0,-0.0003898500199240124,1590.0,0.0033367045438256787,0.26994218349583693,0.3192172213099256
4,budget,393,B07JW1Y6XV,0.3999061263188322,59,False,0.70875,0.04466497661894517,0.81,0.06868422702703099,0.87125,0.005799951466640845,0.57,0.0012999172971407435,0.79625,0.0015109886308228042,64.0,0.00290864488056607,24269.0,0.006087003185684289,8.0,4.302069973260561e-05,1370.0,0.004140588490225397,0.26994218349583693,0.4050815017926258
9,balanced,116,B01L6MT7E0,0.20120680308391634,304,False,0.09375,-0.06352854953123245,0.6025,0.015742629482157093,0.4475,0.0007837901424527218,0.47125,-0.0002732827723805625,0.23375,-0.006207213622264224,27.0,-0.006079560977240243,4157.0,6.794903631759983e-05,8.0,4.111810343614911e-05,2000.0,-0.013231107096505112,0.26994218349583693,0.1972579562605779
41,quality_seeker,329,B086PXQ2R4,0.33285989399019705,103,False,0.9225,0.0550980555438005,0.525,0.002919854924721827,0.2675,0.0006610349961628695,0.93,0.009676318772532387,0.05125,-0.0012577310734568096,0.0,-0.00023714018582559124,1674.0,-0.01346416948022428,8.0,5.769824063448458e-05,1274.0,0.009109563885246065,0.26994218349583693,0.33250566911942836
42,loyal,209,B09CMM3VGK,0.239088489334601,268,False,0.9025,0.037915252153256446,0.2275,-0.06476917765971434,0.2825,-0.0008329303240590927,0.335,-0.0066243060297046606,0.78125,0.0037774050903572093,64.0,0.0037366831650232665,1934.0,-0.005056447338149743,8.0,3.794319615175319e-05,1748.0,-0.006109864264986953,0.26994218349583693,0.2320167414840108
25,explorer,362,B088ZTJT2R,0.362605290432593,59,False,0.5449999999999999,-0.015401643658328752,0.9225,0.12790699127920716,0.835,0.003776903430973231,0.5775,-0.0101068386763098,0.46,0.0004015269568840779,44.0,-0.002075365955642104,17218.0,0.0025757883422349017,8.0,0.0008169935632658025,2000.0,-0.012787531464015177,0.26994218349583693,0.3650490073141063
45,loyal,1,B086199CWG,0.06972653164652641,386,False,0.1875,-0.06338993675106466,0.0775,-0.13484639800508147,0.4575,0.003213615022908716,0.0925,-0.006111165777077084,0.3025,-0.00525193324259084,30.0,-0.004566767191040053,4200.0,0.0013141835763908012,8.0,2.9090588461279397e-05,1048.0,0.008489669584313572,0.26994218349583693,0.0688225413010572
