metric,arm_id,candidate,gt_bonus,reward_model,role,method,mean,sample_sd,ci95_lo,ci95_hi,n_catalogs
f1_at_7,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,hidden30_only,0.2,inclusive_range_fix,mandatory_factorial,topsis_only,0.2594285714285714,0.06292601580604658,0.24171428571428571,0.2765714285714286,50
ndcg_at_7,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,hidden30_only,0.2,inclusive_range_fix,mandatory_factorial,hybrid,0.7419195309843214,0.06013991749022869,0.7255115352528624,0.758373793637336,50
ndcg_at_7,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,hidden30_only,0.2,inclusive_range_fix,mandatory_factorial,popularity,0.1836410948944744,0.08847616427656166,0.15883350841911462,0.20800625772753692,50
ndcg_at_7,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,hidden30_only,0.2,inclusive_range_fix,mandatory_factorial,random,0.02199944129908902,0.041310998965913184,0.012571587441430682,0.03485823150489574,50
ndcg_at_7,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,hidden30_only,0.2,inclusive_range_fix,mandatory_factorial,rl_only,0.5456699000919716,0.06671647037995745,0.5278166381893663,0.5639616103060798,50
ndcg_at_7,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,hidden30_only,0.2,inclusive_range_fix,mandatory_factorial,topsis_only,0.27385693831131375,0.07150961571664347,0.2544300985922232,0.2936633984588056,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,hybrid,0.7737142857142856,0.054712150465685026,0.7582857142857142,0.7879999999999999,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,popularity,0.15314285714285714,0.07134338944143963,0.13371428571428573,0.17257142857142857,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,random,0.02,0.030132291959660003,0.012571428571428572,0.02914285714285714,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,rl_only,0.2657142857142857,0.07509538568560854,0.24514285714285713,0.2862857142857143,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,topsis_only,0.2594285714285714,0.06292601580604658,0.24228571428571424,0.2765714285714285,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,hybrid,0.7882200676090555,0.06057770012043558,0.7716730506526577,0.8049289066875287,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,popularity,0.1836410948944744,0.08847616427656166,0.15913726030376618,0.20762510445232532,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,random,0.02199944129908902,0.041310998965913184,0.012492513827504145,0.035351068090378655,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,rl_only,0.2814783391830131,0.09196707003117809,0.2561666854378992,0.30613292525145575,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,oracle_gt_hidden30,0.0,component_continuous_fix,mandatory_factorial,topsis_only,0.27385693831131375,0.07150961571664347,0.25429910230074554,0.2931512847028218,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,hybrid,0.6411428571428571,0.052001986313903646,0.6268571428571429,0.6554285714285715,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,popularity,0.15314285714285714,0.07134338944143963,0.1337142857142857,0.1731428571428571,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,random,0.02,0.030132291959660003,0.012571428571428572,0.02914285714285714,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,rl_only,0.1674285714285714,0.055967504107606814,0.152,0.18285714285714288,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,topsis_only,0.2594285714285714,0.06292601580604658,0.24171428571428571,0.2765714285714286,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,hybrid,0.644436131176526,0.062217799809680424,0.6276858912085572,0.6616685103715787,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,popularity,0.1836410948944744,0.08847616427656166,0.15922771629990726,0.20768602574201944,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,random,0.02199944129908902,0.041310998965913184,0.012552966917592894,0.03469501749878771,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,rl_only,0.16093582982538707,0.06321027272017557,0.1437242378438073,0.17879192461432997,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,oracle_gt_hidden30,0.0,implemented_r0,mandatory_factorial,topsis_only,0.27385693831131375,0.07150961571664347,0.25404832332401484,0.2934285092471947,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,hybrid,0.761142857142857,0.0590808395843991,0.7445714285714287,0.7771428571428571,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,popularity,0.15314285714285714,0.07134338944143963,0.1337142857142857,0.17257142857142857,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,random,0.02,0.030132291959660003,0.012571428571428572,0.02914285714285714,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,rl_only,0.2542857142857143,0.06787056795230975,0.2354285714285714,0.2731428571428571,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,topsis_only,0.2594285714285714,0.06292601580604658,0.24228571428571424,0.2765714285714285,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,hybrid,0.7786260425166222,0.059659018445421236,0.7619455125563097,0.7946186003706669,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,popularity,0.1836410948944744,0.08847616427656166,0.15916157627715893,0.20754746596295895,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,random,0.02199944129908902,0.041310998965913184,0.012524837170332306,0.03463628866082112,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,rl_only,0.2545091595256255,0.07318998745802477,0.2342268071148686,0.2744098137891836,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,oracle_gt_hidden30,0.0,inclusive_range_fix,mandatory_factorial,topsis_only,0.27385693831131375,0.07150961571664347,0.2542095293823021,0.29329964820504456,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,hybrid,0.942857142857143,0.039149645088267106,0.932,0.9531428571428573,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,popularity,0.15314285714285714,0.07134338944143963,0.1337142857142857,0.17257142857142851,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,random,0.02,0.030132291959660003,0.012571428571428572,0.02914285714285714,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,rl_only,0.5714285714285715,0.06190102403307388,0.5542857142857143,0.5885714285714285,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,topsis_only,0.2594285714285714,0.06292601580604658,0.24171428571428566,0.2765714285714285,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,hybrid,0.9602171189462168,0.027788225786632155,0.9523442772741698,0.9676360507256654,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,popularity,0.1836410948944744,0.08847616427656166,0.1597299583551996,0.20783884642792852,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,random,0.02199944129908902,0.041310998965913184,0.012557471656071345,0.034969075355633414,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,rl_only,0.6408470663920256,0.06083813222407097,0.6244132246023414,0.6576273233973059,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,oracle_gt_hidden30,0.2,component_continuous_fix,mandatory_factorial,topsis_only,0.27385693831131375,0.07150961571664347,0.2541429394256463,0.29369934824458754,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,hybrid,0.9422857142857143,0.03486870715783436,0.9325714285714284,0.9514285714285716,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,popularity,0.15314285714285714,0.07134338944143963,0.1337142857142857,0.1731428571428571,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,random,0.02,0.030132291959660003,0.012571428571428572,0.02914285714285714,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,rl_only,0.5805714285714285,0.07667387950545693,0.5594285714285714,0.6017142857142858,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,topsis_only,0.2594285714285714,0.06292601580604658,0.24228571428571424,0.2765714285714285,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,hybrid,0.961044837943589,0.02360647726124792,0.954496709237795,0.9675110342939454,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,popularity,0.1836410948944744,0.08847616427656166,0.1591540258279288,0.2077856709644083,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,random,0.02199944129908902,0.041310998965913184,0.012595572754565942,0.034926254929702624,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,rl_only,0.655393932181595,0.065456128713575,0.6372530059767963,0.6733759805989157,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=historical_funnel_coefficients_on_may_h,oracle_gt_hidden30,0.2,historical_funnel_coefficients_on_may_h,secondary_reward_specification_sensitivity,topsis_only,0.27385693831131375,0.07150961571664347,0.254523857789134,0.2935463243928836,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,hybrid,0.9005714285714284,0.04009152378059976,0.8897142857142855,0.9114285714285714,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,popularity,0.15314285714285714,0.07134338944143963,0.1337142857142857,0.1731428571428571,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,random,0.02,0.030132291959660003,0.012571428571428572,0.02914285714285714,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,rl_only,0.5742857142857143,0.06536986684917132,0.5565714285714285,0.5920000000000001,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,topsis_only,0.2594285714285714,0.06292601580604658,0.24171428571428574,0.276,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,hybrid,0.9270324396019215,0.028710724117994538,0.9191239126370482,0.934900320129897,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,popularity,0.1836410948944744,0.08847616427656166,0.15957280290510206,0.20774249443340856,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,random,0.02199944129908902,0.041310998965913184,0.012622816349761916,0.03493998495710469,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,rl_only,0.631465967387745,0.05932246833790121,0.614988184881333,0.6476300063356926,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,oracle_gt_hidden30,0.2,implemented_r0,mandatory_factorial,topsis_only,0.27385693831131375,0.07150961571664347,0.25413179873467057,0.2931700279036456,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,hybrid,0.9005714285714285,0.03569503854542931,0.8902857142857142,0.9102857142857141,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,popularity,0.15314285714285714,0.07134338944143963,0.13371428571428573,0.1731428571428571,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,random,0.02,0.030132291959660003,0.012571428571428572,0.02914285714285714,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,rl_only,0.5382857142857143,0.06358968847069534,0.5205714285714286,0.5554285714285715,50
f1_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,topsis_only,0.2594285714285714,0.06292601580604658,0.24171428571428571,0.2765714285714286,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,hybrid,0.923652421165514,0.02606307400538042,0.9163854339496929,0.9307495475958106,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,popularity,0.1836410948944744,0.08847616427656166,0.15902828529716928,0.20775832745166636,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,random,0.02199944129908902,0.041310998965913184,0.012541373647014147,0.03504032931491253,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,rl_only,0.6101348417729124,0.059091905253591474,0.594093234259865,0.6262962373455598,50
ndcg_at_7,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,oracle_gt_hidden30,0.2,inclusive_range_fix,mandatory_factorial,topsis_only,0.27385693831131375,0.07150961571664347,0.25416005583677187,0.2932098151734091,50
