condition_class,scenario,reward_model,row_type,name,metric,checkpoint,mean,sample_sd,ci95_lo,ci95_hi,n_catalog_resamples,wins,ties,losses,raw_catalog_resample_vector_json
legacy_exact_reproduction,sudden,implemented_r0,method,hybrid,checkpoint_f1,2000,0.657142857142857,0.05536595904592056,,,50,,,,"[0.5714285714285714,0.6571428571428571,0.7142857142857143,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.5714285714285714,0.6,0.5714285714285714,0.6857142857142857,0.6857142857142857,0.6,0.6571428571428571,0.7142857142857142,0.7428571428571429,0.6571428571428571,0.6571428571428571,0.7142857142857142,0.5714285714285714,0.6571428571428571,0.6285714285714286,0.7142857142857143,0.6,0.7142857142857143,0.6571428571428571,0.6571428571428573,0.5714285714285714,0.6285714285714286,0.6285714285714286,0.6571428571428573,0.6,0.6857142857142857,0.6,0.6571428571428571,0.6285714285714286,0.7714285714285715,0.6285714285714286,0.6,0.6,0.7428571428571428,0.7142857142857143,0.6571428571428571,0.6857142857142857,0.7142857142857143,0.6,0.7142857142857143,0.6285714285714286,0.7428571428571428,0.5714285714285714,0.6857142857142857]"
legacy_exact_reproduction,sudden,implemented_r0,method,rl_only,checkpoint_f1,2000,0.40457142857142847,0.05666270576025559,,,50,,,,"[0.42857142857142855,0.42857142857142855,0.45714285714285713,0.37142857142857144,0.45714285714285713,0.5142857142857143,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.45714285714285713,0.3714285714285714,0.37142857142857144,0.5142857142857142,0.48571428571428565,0.42857142857142855,0.37142857142857144,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.34285714285714286,0.45714285714285713,0.45714285714285713,0.4285714285714285,0.42857142857142855,0.45714285714285713,0.2571428571428571,0.37142857142857144,0.34285714285714286,0.48571428571428565,0.3142857142857142,0.3714285714285714,0.34285714285714286,0.42857142857142855,0.3714285714285714,0.48571428571428565,0.3714285714285714,0.34285714285714286,0.37142857142857144,0.42857142857142855,0.42857142857142855,0.39999999999999997,0.42857142857142855,0.34285714285714286,0.4,0.4,0.4,0.42857142857142855,0.39999999999999997,0.3714285714285714]"
legacy_exact_reproduction,sudden,implemented_r0,method,hybrid,checkpoint_f1,5000,0.7514285714285713,0.056923778289719805,,,50,,,,"[0.7428571428571428,0.6857142857142857,0.8857142857142858,0.8,0.7428571428571429,0.8,0.7428571428571429,0.6857142857142857,0.8285714285714285,0.8285714285714285,0.6857142857142857,0.7142857142857143,0.7142857142857142,0.7142857142857143,0.8,0.6571428571428571,0.7714285714285714,0.7714285714285714,0.7428571428571429,0.7714285714285715,0.7428571428571429,0.7428571428571429,0.6571428571428571,0.7714285714285715,0.8285714285714285,0.7714285714285715,0.7142857142857143,0.8,0.6857142857142857,0.6571428571428571,0.7142857142857143,0.8285714285714285,0.7142857142857143,0.7142857142857143,0.7428571428571429,0.8285714285714285,0.6857142857142857,0.8,0.7714285714285714,0.7714285714285715,0.8,0.7714285714285715,0.8285714285714285,0.7142857142857143,0.6285714285714286,0.8285714285714285,0.6857142857142857,0.8,0.7428571428571429,0.7428571428571429]"
legacy_exact_reproduction,sudden,implemented_r0,method,rl_only,checkpoint_f1,5000,0.49771428571428566,0.06634128564293895,,,50,,,,"[0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5428571428571428,0.5142857142857142,0.5428571428571429,0.48571428571428565,0.3714285714285714,0.48571428571428565,0.5714285714285714,0.5142857142857142,0.5142857142857143,0.42857142857142855,0.5428571428571428,0.6,0.5428571428571429,0.37142857142857144,0.6285714285714286,0.45714285714285713,0.42857142857142855,0.45714285714285713,0.5142857142857142,0.39999999999999997,0.5714285714285714,0.5142857142857142,0.5142857142857142,0.3142857142857143,0.5428571428571429,0.42857142857142855,0.5428571428571428,0.37142857142857144,0.5142857142857142,0.48571428571428565,0.4285714285714285,0.5142857142857142,0.5428571428571429,0.5428571428571429,0.5142857142857142,0.45714285714285713,0.5714285714285714,0.5142857142857142,0.5142857142857142,0.5428571428571428,0.48571428571428565,0.4,0.5428571428571428,0.42857142857142855,0.5142857142857142,0.45714285714285713,0.48571428571428565]"
legacy_exact_reproduction,sudden,implemented_r0,method,hybrid,checkpoint_f1,10000,0.8079999999999999,0.05715451776069975,,,50,,,,"[0.8571428571428573,0.8,0.8571428571428571,0.8285714285714285,0.9142857142857143,0.8571428571428571,0.7714285714285715,0.8571428571428571,0.8857142857142858,0.7714285714285715,0.7428571428571429,0.8857142857142858,0.8,0.8285714285714285,0.8,0.7428571428571428,0.8,0.7714285714285714,0.8571428571428571,0.8,0.8571428571428573,0.7714285714285715,0.7428571428571428,0.9142857142857143,0.8285714285714285,0.8285714285714285,0.7142857142857143,0.8285714285714285,0.7428571428571429,0.7714285714285715,0.7428571428571429,0.8,0.7142857142857143,0.7142857142857142,0.8571428571428571,0.8571428571428571,0.7428571428571429,0.8,0.8,0.8857142857142858,0.8857142857142858,0.8857142857142858,0.8571428571428571,0.7428571428571429,0.8,0.8285714285714285,0.7428571428571429,0.8571428571428571,0.7428571428571429,0.7142857142857142]"
legacy_exact_reproduction,sudden,implemented_r0,method,rl_only,checkpoint_f1,10000,0.5342857142857143,0.06908698318290106,,,50,,,,"[0.6285714285714286,0.6,0.5428571428571429,0.6571428571428571,0.5428571428571429,0.5428571428571428,0.5142857142857142,0.48571428571428565,0.5428571428571429,0.6,0.5714285714285714,0.6,0.5142857142857142,0.6,0.5142857142857142,0.5428571428571429,0.48571428571428565,0.5714285714285714,0.48571428571428565,0.4,0.5428571428571428,0.48571428571428565,0.48571428571428565,0.5714285714285714,0.6571428571428571,0.45714285714285713,0.4,0.5428571428571429,0.48571428571428565,0.6285714285714286,0.42857142857142855,0.5428571428571428,0.42857142857142855,0.4285714285714285,0.5714285714285714,0.5999999999999999,0.5714285714285714,0.5142857142857142,0.5142857142857142,0.7714285714285715,0.5142857142857142,0.5428571428571428,0.5142857142857142,0.48571428571428565,0.48571428571428565,0.48571428571428565,0.5142857142857142,0.5428571428571429,0.5142857142857142,0.5428571428571428]"
legacy_exact_reproduction,sudden,implemented_r0,method,hybrid,checkpoint_f1,14000,0.82,0.04872382198495234,,,50,,,,"[0.8285714285714286,0.8,0.8285714285714285,0.8,0.9142857142857143,0.8,0.7714285714285715,0.7999999999999999,0.8857142857142858,0.8285714285714285,0.7714285714285715,0.8857142857142858,0.8857142857142858,0.7714285714285715,0.8,0.7714285714285714,0.8285714285714286,0.8285714285714285,0.8857142857142858,0.8857142857142858,0.8571428571428573,0.8,0.7428571428571428,0.8285714285714285,0.8,0.8571428571428571,0.8285714285714285,0.8285714285714285,0.8,0.7714285714285715,0.7428571428571428,0.8571428571428573,0.7714285714285714,0.7714285714285715,0.9142857142857143,0.7428571428571429,0.7714285714285715,0.7428571428571428,0.7428571428571429,0.8571428571428571,0.7714285714285715,0.8285714285714285,0.8857142857142856,0.8285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428573,0.8857142857142858,0.7714285714285715,0.8571428571428573]"
legacy_exact_reproduction,sudden,implemented_r0,method,rl_only,checkpoint_f1,14000,0.5417142857142857,0.06605690881353113,,,50,,,,"[0.5714285714285714,0.37142857142857144,0.5428571428571428,0.6,0.5142857142857143,0.48571428571428565,0.6285714285714286,0.5428571428571429,0.6,0.5428571428571429,0.5714285714285714,0.6,0.6285714285714286,0.6285714285714286,0.5714285714285714,0.5714285714285714,0.5428571428571428,0.6285714285714286,0.6,0.5428571428571429,0.5714285714285714,0.5714285714285714,0.4,0.48571428571428565,0.5142857142857142,0.34285714285714286,0.48571428571428565,0.48571428571428577,0.48571428571428565,0.6,0.45714285714285713,0.5714285714285714,0.5428571428571429,0.6,0.6,0.5714285714285714,0.5142857142857142,0.5142857142857142,0.5428571428571429,0.6285714285714286,0.42857142857142855,0.5428571428571428,0.5428571428571428,0.6,0.48571428571428565,0.5714285714285714,0.5428571428571428,0.6,0.45714285714285713,0.5428571428571429]"
legacy_exact_reproduction,sudden,implemented_r0,method,hybrid,checkpoint_f1,15000,0.8291428571428571,0.048805814170816794,,,50,,,,"[0.8285714285714286,0.8571428571428571,0.8857142857142858,0.8,0.9428571428571428,0.8285714285714285,0.8,0.8571428571428571,0.9142857142857143,0.8,0.8285714285714285,0.9142857142857143,0.8285714285714285,0.7714285714285715,0.8,0.8285714285714286,0.8571428571428573,0.8571428571428571,0.8857142857142858,0.8857142857142858,0.8571428571428573,0.7714285714285715,0.7714285714285714,0.8857142857142858,0.8,0.8285714285714286,0.8571428571428571,0.8285714285714285,0.8285714285714285,0.7714285714285715,0.8,0.8571428571428573,0.7428571428571428,0.8,0.8,0.7714285714285715,0.7428571428571429,0.7714285714285715,0.7714285714285714,0.8857142857142858,0.8,0.8285714285714285,0.9428571428571428,0.8571428571428571,0.7714285714285715,0.8285714285714285,0.8285714285714285,0.8571428571428571,0.7714285714285715,0.8571428571428571]"
legacy_exact_reproduction,sudden,implemented_r0,method,rl_only,checkpoint_f1,15000,0.5445714285714286,0.05841442371503107,,,50,,,,"[0.5142857142857142,0.48571428571428565,0.5714285714285714,0.6,0.5142857142857143,0.42857142857142855,0.6285714285714286,0.5142857142857142,0.6,0.6,0.5428571428571428,0.5714285714285714,0.6285714285714286,0.5714285714285714,0.5142857142857143,0.5142857142857143,0.5428571428571428,0.6285714285714286,0.6,0.5428571428571428,0.5428571428571428,0.5428571428571429,0.48571428571428565,0.45714285714285713,0.5142857142857142,0.4,0.5142857142857142,0.5428571428571429,0.5142857142857142,0.6571428571428571,0.48571428571428565,0.5428571428571428,0.5428571428571429,0.6285714285714286,0.5428571428571429,0.6,0.5428571428571428,0.45714285714285713,0.6,0.6571428571428571,0.48571428571428565,0.5142857142857142,0.5714285714285714,0.5428571428571429,0.5142857142857142,0.5428571428571429,0.6,0.5428571428571429,0.42857142857142855,0.6]"
legacy_exact_reproduction,sudden,implemented_r0,method,hybrid,checkpoint_f1,16000,0.5062857142857142,0.059998611673511705,,,50,,,,"[0.6,0.48571428571428577,0.42857142857142855,0.48571428571428565,0.5428571428571428,0.5714285714285714,0.5142857142857143,0.5142857142857142,0.48571428571428565,0.45714285714285713,0.5142857142857143,0.42857142857142855,0.48571428571428565,0.5142857142857142,0.5428571428571428,0.5142857142857142,0.42857142857142855,0.48571428571428565,0.4,0.48571428571428565,0.5428571428571429,0.4,0.45714285714285713,0.48571428571428577,0.5142857142857142,0.45714285714285713,0.6285714285714286,0.42857142857142855,0.5714285714285714,0.5142857142857142,0.5428571428571429,0.42857142857142855,0.48571428571428565,0.6,0.5428571428571429,0.5428571428571428,0.5714285714285714,0.5714285714285714,0.5428571428571428,0.45714285714285713,0.5142857142857142,0.6,0.42857142857142855,0.5142857142857142,0.5428571428571429,0.6285714285714286,0.5428571428571429,0.3714285714285714,0.48571428571428565,0.5142857142857143]"
legacy_exact_reproduction,sudden,implemented_r0,method,rl_only,checkpoint_f1,16000,0.3057142857142857,0.04872382198495234,,,50,,,,"[0.2571428571428571,0.2857142857142857,0.3142857142857142,0.2857142857142857,0.3142857142857142,0.3142857142857142,0.34285714285714286,0.31428571428571433,0.2571428571428571,0.3142857142857142,0.19999999999999998,0.2571428571428571,0.37142857142857144,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.22857142857142856,0.3142857142857142,0.2571428571428571,0.2571428571428571,0.2857142857142857,0.3142857142857143,0.2857142857142857,0.2857142857142857,0.22857142857142856,0.2571428571428571,0.37142857142857144,0.2571428571428571,0.4,0.3142857142857143,0.4,0.2857142857142857,0.2571428571428571,0.2571428571428571,0.3142857142857143,0.37142857142857144,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.2571428571428571,0.4,0.34285714285714286,0.2571428571428571,0.2857142857142857,0.34285714285714286,0.3714285714285714,0.22857142857142856,0.3142857142857143,0.3142857142857143]"
